CATEGORY,PARENT,ADVERTISER,PRODUCT,TITLE,TAGLINE,REVISION,DESCRIPTION,LANGUAGE,MEDIA TYPE,LINK,ADSCOPE ID,CORE CREATIVE ID,CREATIVE ATTRIBUTE(S),LAST PERIOD AIRED,LENGTH/SIZE,MARKET1,PROGRAM,FIRST SEEN,UNITS,DOLS
"T115 Cars&Lt Trucks, Asian Factory: Sls&Lsg",Kia Motors Corp,Kia,KIA : General Promotion - Asian Autos & Trucks,High Quality Features,GIVE IT EVERYTHING,,"A boy is featured walking on the road side while a vehicle is driven on the road. M-Annc How do you shelter in place when your home is the side walk."" He also mentions about washing your hands for 20 seconds when there's no soap or running water. He mentions that right now it's even tougher for America's homeless youth. He mentions about giving another million dollars to help keep them safe. He mentions that we are all in this together and everyone deserve a fighting chance. He introduces Kia's Accelerate the Good Program.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22753570&mtid=1&ff=1,41381217.0,22753570,Ethnic Targeted: African American=Y|Corporate Image=Y|COVID19 Related=Y|,2020-05-11,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY | VOICE,2020-04-10,45,751752.0
G322 Pizza Restaurants & Delivery Services,Dominos Pizza Inc,Dominos Pizza Restaurant,Dominos Mix & Match Deal : Pizza Product,Get Contactless Delivery,,,"Pizza is featured along with logo. M-Annc At Domino's we pride ourselves on hand crafted pizza."" He states now after leaving the oven the only hands that touch them is yours."" He states mix and match any 2 or more for $5.99 each and get them with contactless delivery.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22754114&mtid=1&ff=1,41347509.0,22754114,Price Point=Y|COVID19 Related=Y|,2020-05-04,15,* NATIONAL,BIG BANG THEORY,2020-04-10,37,749492.0
G930 Corporate Advertising NEC,Facebook Inc,Facebook,Facebook : Corporate Promotion,Thank You to the Heroes,,,"A photograph and text is featured. Text: [What's on your mind?] F-Annc Thank you to all the frontline heroes for leading this fight."" M-Annc states for early mornings late nights double shifts and over nights. For being brave enough to go to work. Thank you from all to cheers the heroes. Text: [More together.] [Especially now.] Facebook.com/Covidsupport""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22772645&mtid=1&ff=1,41381947.0,22772645,Corporate Image=Y|Social Media: Facebook=Y|Social Media: Twitter=Y|COVID/Coronavirus Mention=Y|,2020-04-27,30,* NATIONAL,BIG BANG THEORY | EMPIRE | VOICE,2020-04-14,14,749016.0
B660 Motion Pictures,Comcast Corp,Universal Pictures,Trolls World Tour : Movie & Video,Save The World,,,No Description Available,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22676633&mtid=1&ff=1,41175144.0,22676633,,2020-03-23,30,* NATIONAL,MODERN FAMILY | THIS IS US | VOICE,2020-03-20,3,747436.0
B223 Wireless Telecom Providers,Deutsche Telekom Ag,T-Mobile,T-Mobile : Pre-Paid Wireless Service,New Prepaid Plan,WE'RE WITH YOU,,"A man is featured along with tag in the foreground. M-Annc At T-Mobile we know that connection is more important than ever."" He states so they were making big moves to help those who need it most. Introducing T-Mobile Connect a prepaid plan to help keep America connected starting at just $15/mo. Text: [UNLIMITED] [TALK TEXT + 2GB DATA] It gives flexibility for uncertain times. Visit T-MOBILE.COM/CONNECT to learn more. You can also manage your account and make payments online. Stay connected with T-Mobile Connect.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22730594&mtid=1&ff=1,41295369.0,22730594,Price Point=Y|New Product=Y|COVID19 Related=Y|,2020-04-20,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY | VOICE,2020-03-30,9,746685.0
F980 Food & Beverages Corporate Promotion/Sponsorship,Pepsico Inc,Frito-Lay,Frito-Lay Inc : Corporate Promotion,World's doesn't Need Brand,,,Music  & Text Only-No Words Spoken. Text is featured. Text: [Things are hard right now] [The world's doesn't need brands] [to tell us how to think or feel.] [The world needs brands to take action.] [That's what we've been] [focused on at Frito Lay.] [Creating 3000 new full time jobs with benefits.] [Donating over $15 million towards] [relief efforts across North America.] [Providing 20 million nutrition's meal] [for at-risk students and families] [with Food for Good. No kid-Hungry] [Baylor University and USDA.] [And Funding mobile health clinics across the U.S.] [to provide COVID- 19 Screening for the public.] [We're not changing our logo] [We're not asking America to donate for us.] [This is not about brands.] [It's about people.] [And trhis is just start.] [to see what we're doing to make an impact] [and let us know how we can continue to help.] [Go to] fritolay.com/action,English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22753932&mtid=1&ff=1,41346802.0,22753932,Corporate Image=Y|COVID/Coronavirus Mention=Y|,2020-04-27,60,* NATIONAL,BIG BANG THEORY | MODERN FAMILY | VOICE,2020-04-11,17,711172.0
D567 Prescription Medications NEC,Eli Lilly & Co,Eli Lilly,Verzenio : Breast Cancer Rx,Relentless Family of Three,every day matters,,"A woman is featured. Woman Metastatic breast cancer is relentless."" She states that she is relentless too because everyday matters and having more of them is possible with Verzenio the only one of its kind proven to help you live significantly longer when taken with fulvestrant. It can be taken regardless of menopausal status and can be taken everyday. The medicine is approved with women with HR+ve and HER2- metastatic breast cancer. This disease has progressed after hormonal treatment. Diarrhea is common and may be a disease like severe infections. If you are attacked with diarrhea call your doctor or take anti-diarrhea medicines or drink to rehydrate yourself. Call doctor if you have fever chills or other signs of infections. It may also cause lower blood cell counts which may cause serious infections that lead to death. Serious liver problems can happen. Talk to your doctor is you have breathing trouble or you are pregnant. Ask your doctor about everyday Verzenio. Text: [Available by prescriptions only.] [abemaciclib] [50] [100] [150] [200 mg tablets] [twice a day] [For pricing information please visit] 1-844-VERZENIO 1-844-837-9364 lillypricinginfo.com/verzenio verzenio.com""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22618405&mtid=1&ff=1,41058447.0,22618405,,2020-05-11,75,* NATIONAL,VOICE,2020-04-20,2,708400.0
G321 Quick Serve Restaurants,Yum Brands Inc,KFC Restaurant,KFC Fill Ups Meal : Value Meal,Get Free Delivery,,,"Sketch of Colonel Sanders is featured along with logo. M-Annc Howdy folks?"" He states Colonel Sanders is at home just like you. Meal times can be overwhelming especially when you are trying to do everything at once. Let them help with KFC's $20 Fill Ups it's like home cooked meals. Drive thrus are open or get free delivery by Grubhub.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22710635&mtid=1&ff=1,41250653.0,22710635,Price Point=Y|Delivery App: GrubHub=Y|,2020-04-27,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY | VOICE,2020-03-31,59,694822.0
B422 Automobile Insurance,Berkshire Hathaway Inc,Geico,Geico : Auto & Renters Insurance,Bundle Home and Auto,,,"A man and a woman is featured. Woman We love the new apartment."" Man mentions the natural light is amazing.  Geico makes it easy to bundle their rentals and car insurance helping to save more. For bundling made easy go to geico.com.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22706004&mtid=1&ff=1,41229915.0,22706004,,2020-05-25,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY | VOICE,2020-03-30,40,693335.0
B323 Public Service Ann (Non-Pd MW Only),Public Service Announcement,CDC Centers For Disease Control/PSA,CDC Centers For Disease Control/PSA,Corona Virus Awareness,,,"Text and logo are featured along with a graphical image of globe. F-Annc Who's most at risk for Coronavirus?"" She states that poeple over 65 people with underlying medical conditions like heart disease chronic lung disease asthma diabetes people undergoing cancer treatment and people with weakended immune systems. What should you do if you or a loved one is at higher risk. Avoid close contact with people avoid crowds stay home if you can wash your hands frequently. Learn more ways to protect yourself and others at coronavirus.gov""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22682919&mtid=1&ff=1,41186142.0,22682919,COVID/Coronavirus Mention=Y|,2020-05-25,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-03-21,42,674196.0
G321 Quick Serve Restaurants,Yum Brands Inc,KFC Restaurant,KFC Fill Ups Meal : Value Meal,Make Sunday Dinner Special,,,"A bucket of fried chicken is featured. M-Annc Sunday dinner has always been special."" He stats that it is nice to have something look forward to. Well... out the good plates and tell the kids to wash out because it's Sunday dinner. Text: [DRIVE-THRUS] [Open] [FREE DELIVERY] [ON ORDER OF $20 OR MORE] [$20] [FILL UP]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22827828&mtid=1&ff=1,41501527.0,22827828,Mascot=Y|Price Point=Y|COVID19 Related=Y|,2020-05-25,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-04-28,37,654285.0
B223 Wireless Telecom Providers,Deutsche Telekom Ag,T-Mobile,T-Mobile : Consumer Wireless Service,America's Largest 5G Network,ARE YOU WITH US?,,"Few pink lines are featured going towards a tower in meadow. M-Annc A new moment in wireless has begun."" He states that T-Mobile and Sprint are joining... by bringing together their two networks. T-Mobile will built America's largest and most reliable 5G network with more towers more engineers and more coverage. You get the best 5G network and the best prices. Welcome to T-Mobile America's largest 5G network. Text: [VISIT T-MOBILE.COM TO LEARN MORE]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22861318&mtid=1&ff=1,41573655.0,22861318,Service 5G=Y|,2020-05-25,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY | VOICE,2020-05-06,10,649800.0
G322 Pizza Restaurants & Delivery Services,Dominos Pizza Inc,Dominos Pizza Restaurant,Dominos Pizza Restaurant : General Promotion - Pizza Restaurant,Safely Get Pizza While Indoors,,,"A hand is featured holding a phone ordering pizza. M-Annc Domino's has contactless delivery so you can safely get pizza even while you stay indoor."" Next time you get two or more medium 2-topping pizzas for $5.99 each choose contactless delivery from Domino's.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22701539&mtid=1&ff=1,41222650.0,22701539,Price Point=Y|Mobile Apps=Y|COVID19 Related=Y|,2020-04-06,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY | VOICE,2020-03-27,20,645703.0
B241 Cable TV Providers & Systems,Comcast Corp,XFinity,XFinity : Cable Service,It's Making Life Easier for All,,,"A woman is featured with cup. Woman And let's get started."" People are featured learning different things and interacting online. A song is featured playing in the background. Text: [There's no place like together] [Stay Safe]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22753068&mtid=1&ff=1,41351102.0,22753068,,2020-05-18,30,* NATIONAL,VOICE,2020-04-24,5,640600.0
V598 Discount Department Stores Corporate Promotion/Sponsorship,Walmart Inc,Walmart,Walmart Stores Inc : Corporate Promotion,Helping People Everyday: D. McMillan,,,"A man is featured pulling some stuffs. Doug McMillan I've always seen your spark."" He continues to state your dedication your humanity but today is you being challenged more than ever. He thanks the heroes for keeping people safe to make the world shine a little more brighter. He thanks the one million heroes across America. www.walmart.com/hereforyou""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22700059&mtid=1&ff=1,41220661.0,22700059,Spokesperson=Y|Corporate Image=Y|COVID19 Related=Y|,2020-04-20,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY | VOICE,2020-03-26,17,636782.0
B913 Employment Agencies,Recruit Holdings Co Ltd,Indeed,Indeed Employment Services : Online,Help Those Finding Work,Here to help.,,Music & Text Only-No Words Spoken. Text is featured. Text: [Work has been impacted] [Indeed wants you to know we're here] [Here to help those finding] [more workers.] [Here to help those finding work] [Here with advice.] [Here with support.] [Here with up-to-date jobs.],English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22706139&mtid=1&ff=1,41232273.0,22706139,COVID19 Related=Y|,2020-04-27,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-03-30,41,629006.0
B422 Automobile Insurance,Berkshire Hathaway Inc,Geico,Geico : Auto & Homeowners Insurance,Helps Them Save,,,"A couple is featured sitting. Man The new house is amazing so much character."" Woman states original crown molding walking closet. Man mentions to have a rap problem as Geico makes bundling home and car insurance easy that helps them save. M-Annc states for bundling made easy go to the website. Geico.com""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22764271&mtid=1&ff=1,41368391.0,22764271,,2020-05-25,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY | VOICE,2020-04-13,33,619435.0
B913 Employment Agencies,Recruit Holdings Co Ltd,Indeed,Indeed Employment Services : Online,All in One Place,Here to help.,,Music & Text Only-No Words Spoken. Text is featured. Text: [Everyone's work has been impacted.] [Indeed wants you to know we're here.] [Here to help those who changed] [how they work.]  [Here to help those who need] [more workers.] [new work] [Here with advice.] [support.] [up-to-date jobs.] [All in one place.],English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22706178&mtid=1&ff=1,41233771.0,22706178,COVID19 Related=Y|,2020-04-13,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY,2020-03-30,19,617834.0
"T115 Cars&Lt Trucks, Asian Factory: Sls&Lsg",Hyundai Corp,Hyundai,Hyundai : General Promotion - Asian Autos & Trucks,Get Assurance In...Times/Current Owners,,Now includes Text: [Payments covered for up to six months.] [Legalese] M-Annc states they have a program to protect current Hyundai owners financing through Hyundai motor finance.,"Man pushes girl on a swing.  M-Annc Nothing is more important than family.""  He states they are protecting the world with Hyundai Assurance.  Buy or lease a new Hyundai between now and April 30th and they will cover your payments for up to 6 months if you lose your job due to COVID-19.  Plus you will get 0% APR financing and 3 months deferred payments on select vehicles.  HyundaiUSA.com/Assurance  Text: [Legalese]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22682073&mtid=1&ff=1,41183767.0,22682073,COVID/Coronavirus Mention=Y|,2020-04-06,30,* NATIONAL,BIG BANG THEORY | EMPIRE | MODERN FAMILY,2020-03-21,14,614492.0
B223 Wireless Telecom Providers,Deutsche Telekom Ag,Sprint,Sprint Wireless Service : Consumer Wireless Service,Keeping Everyone Safe,Brighter Future For All,Now M-Annc states like the amazing iPhone 11 for just $15 a month when you switch for now Sprint.com is the best way to learn about their plans buy new phones and get the services you need. He mentions to stay healthy and go to sprint.com today.,"Tag is featured. M-Annc At Sprint our priority is keeping our customers employees and communities safe."" M-Annc states during these uncertain times they want you get great service without leaving the safety of your home. Shop at sprint.com for free next day shipping and no activation fees on their best new phone deals. Like the Samsung Galaxy S20 5G for just $0/mo. Plus you will also get a $100 prepaid MasterCard when you switch online. Stay healthy and visit sprint.com to get the services you need.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22682268&mtid=1&ff=1,41184296.0,22682268,Co-Op=Y|Price Point=Y|Phone: iPhone=Y|Free Shipping=Y|COVID19 Related=Y|,2020-04-13,30,* NATIONAL,BIG BANG THEORY | EMPIRE | MODERN FAMILY | VOICE,2020-03-20,9,599025.0
"D564 Prescription Arthritis, Osteoporosis, Musculoskeletal Medications",AbbVie Inc,AbbVie,Humira : Psoriatic Arthritis Rx,"Tell Your Doctor/COVID-19, Obbvie",LESS PAIN IMMEDIATELY FOLLOWING INJECTION,Now F-Annc no longer states the heroes who won't let any disease to hold you back. Now Few visuals are changed. Now a different F-Annc states if you can't afford your medicine Obbvie may be able to help. Text: [Has COVID-19 made paying for your] [medicine a challenge? We may be able to help.] is now featured along with number 1-800-4HUMIRA.,"A woman is featured along with the tag. F-Annc Humira Patients this one's for you."" She states the hero to won't let your disease hold you back. You inspired them to make your Humira experience even better with Humira citrate free. it has the same effectiveness you know and trust. But they remove the citrate buffers. There's less liquid and this in the needle with less pain immediately following injection. If you haven't yet talk to your doctor about Humira citrate free and you can use your copay card and pay as little as $5 a month. Humira can lower your ability to fight infections. Serious and sometimes fatal infections including Tuberculosis and cancer s including Lymphoma has happened as have blood nervous systems problems. Serious allergic reactions and new or worsening heart failure . Tell your doctor. Don't start Humira if you have infections. HUMIRA.com/cost""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22793644&mtid=1&ff=1,41428199.0,22793644,Price Point=Y|COVID/Coronavirus Mention=Y|,2020-05-18,60,* NATIONAL,BIG BANG THEORY | EMPIRE | VOICE,2020-04-20,5,591886.0
B913 Employment Agencies,Recruit Holdings Co Ltd,Indeed,Indeed Employment Services : Online,Find Your Dream Job,Here to help.,,"Text is featured against a white background. M-Annc Jobs are being lost."" He states that but they're also being found. Even now 20000 new jobs from 8000 companies are added every week on Indeed. He also states that if there's a job out there you it find it.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22846143&mtid=1&ff=1,41543878.0,22846143,COVID19 Related=Y|,2020-05-18,15,* NATIONAL,BIG BANG THEORY | MODERN FAMILY | VOICE,2020-05-04,30,579947.0
B223 Wireless Telecom Providers,Verizon Communications Inc,Verizon,Verizon : Consumer Wireless Service,Keeping People Connected,,,"Jonathan Ramirez Verizon Retail Specialist is featured. J. Ramirez I'm Jonathan and I work for Verizon."" He states that he totally gets how important it is to stay connected. Daniel Hernandez is featured who states that they were connecting with people and offering them solutions. Alexandra Martinez is featured who states that customers can do what they need to do whenever they need to do it online. Jesus Rios states that it gives customers the ability to not come into the store. They can simply tap and swipe. Something that they can use wherever they are. They care about keeping people safe. M-Annc states that at Verizon they are here and they were ready. They are open 24/7 online so you can keep managing everything from home into the Verizon apps and verizon.com.""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22686170&mtid=1&ff=1,41191176.0,22686170,Spokesperson=Y|Mobile Apps=Y|COVID19 Related=Y|,2020-04-20,30,* NATIONAL,BIG BANG THEORY | MODERN FAMILY | VOICE,2020-03-22,10,575438.0
D561 Prescription Mental Health Medications,Otsuka Pharmaceutial Co Ltd,Otsuka,Rexulti : Depression Rx,Everyone Expects You to Like Everything,,,"A woman is featured with a phone in a kitchen along with texts. Woman 1 These days everyone expects you to like everything and be positive but with my depression it's hard to keep up this brave face and hide my symptoms even though I'm taking my anti depressant I still feel depressed."" Woman 2 mentions many people taking antidepressant will experience symptoms. Woman 2 notes when added to antidepressants Rexulti is proven to reduce depression symptoms. 62% more than the antidepressants alone. So you can stay on your current treatment and help build on your progress. M-Annc mentions Rexulti can cause serious side effects. Elderly dementia patients have increased risk of death or stroke. Antidepressants may increase suicidal thoughts and may worsen depression adults under 25. Call your doctor if your have fever stiff muscles and confusion which may signal a life threatening condition or uncontrollable muscle movements which may be permanent. Increased cholesterol weight gain high blood sugar decreased white blood cells compulsive behaviors dizziness seizures trouble swallowing may occur. He states feel better about facing the world. He mentions talk to your doctor about adding Rexulti. Text: [Pay as little as $15 for your refills]""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22657681&mtid=1&ff=1,41147326.0,22657681,Price Point=Y|,2020-05-18,60,* NATIONAL,BIG BANG THEORY | MODERN FAMILY | VOICE,2020-03-16,4,563526.0
D566 Prescription Gastrointestinal Medications,AbbVie Inc,AbbVie,Humira : Ulcerative Colitis Rx,"Get Control on UC/Text, Phone number",CONTROL IS POSSIBLE,Text: [Has COVID-19 made paying for your] [medicine a challenge? We may be able to help.] is featured. Phone number featured as 1-800-4HUMIRA.,"Tailgate party is being featured. M-Annc I thought I had my moderate to severe ulcerative colitis under control turns out it was controlling me."" He states that it's like the symptoms has taken his time and then he learned about Humira which helps in UC under control better than other medicines. F-Annc states that Humira can lower the ability to fight infection. Serious sometimes fatal infection such as tuberculosis and cancer including lymphoma have happened. Serious allergic reaction and worsening heart failure also has happened. She states people to consult doctor before use using Humira and they should tell them about any fungal infection or if they have suffered from any other infection. Text:[See our ad in ELLE] 877-6-HUMIRA HUMIRAforUC.com""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22819255&mtid=1&ff=1,41485159.0,22819255,,2020-05-25,60,* NATIONAL,MODERN FAMILY | VOICE,2020-04-27,4,560950.0
B223 Wireless Telecom Providers,Deutsche Telekom Ag,T-Mobile,T-Mobile : Consumer Wireless Service,A. Anderson: Watch the Biggest Shows,,,"Anthony Anderson's mother is featured holding a phone inside a room. A. Anderson Hey mama just make sure you get the exercise."" They are engaged in a conversation where she explains how she gets her exercise by visualizing the demos from video with the help of T-Mobile. M-Annc states to watch Quick-Bite Shows from today's biggest stars. Text: [See for details] T-Mobile.com""",English,TV,http://customportal.kantarmediana.com/Creatives/Gateway.aspx?&cid=22737204&mtid=1&ff=1,41308744.0,22737204,Celebrity=Y|Spokesperson=Y|,2020-04-13,30,* NATIONAL,BIG BANG THEORY | EMPIRE | MODERN FAMILY | VOICE,2020-04-06,6,559574.0
